userId,videoStartTime,videoEndTime,videoTotalTime,videoId,time
45896,204.121451,117.521287,238,25316,2016-04-30T01:34:28.765Z
45896,117.521287,106.347421,238,25316,2016-04-30T01:34:31.796Z
45896,202.617308,181.57135,238,25316,2016-04-30T01:36:10.736Z
45896,184.468629,174.058193,238,25316,2016-04-30T01:36:16.773Z
45896,174.058193,163.204208,238,25316,2016-04-30T01:36:19.770Z
45896,163.18458,153.441689,617,25318,2016-04-30T01:56:04.743Z
45896,154.945816,161.060776,617,25318,2016-04-30T01:56:16.776Z
62832,324.963264,0.101,325,25310,2016-04-30T01:57:09.398Z
62832,63.362,9.335954,325,25310,2016-04-30T01:58:18.587Z
45896,333.654631,281.8928766233766,617,25318,2016-04-30T01:59:55.741Z
75695,17.142676,27.652579,213,25181,2016-04-30T02:04:18.487Z
75695,27.652579,53.833062,213,25181,2016-04-30T02:04:21.227Z
77551,244.608866,251.110113,325,25310,2016-04-30T02:20:45.224Z
41384,96.68,58.040741379310354,213,25181,2016-04-30T02:40:48.311Z
77877,19.401,0,325,25310,2016-04-30T02:42:43.741Z
74982,227.201,203.122264,372,25314,2016-04-30T02:45:57.279Z
74982,206.122264,218.192097,372,25314,2016-04-30T02:46:03.279Z
74982,316.773097,222.45991379310345,372,25314,2016-04-30T02:47:54.280Z
74982,222.45991379310345,202.921833,372,25314,2016-04-30T02:47:57.280Z
74982,205.921833,271.006321,372,25314,2016-04-30T02:48:03.280Z
74982,271.006321,317.952298,372,25314,2016-04-30T02:48:06.279Z
66083,1.56,22.550908,213,25181,2016-04-30T03:07:03.079Z
74982,50.081,42.982,414,25315,2016-04-30T03:11:21.398Z
74982,180.982,147.948,414,25315,2016-04-30T03:13:42.398Z
74982,151.921,136.446887,238,25316,2016-04-30T04:09:29.961Z
74982,171.367887,156.955928,238,25316,2016-04-30T04:10:38.961Z
74982,172.075928,143.815318,238,25316,2016-04-30T04:10:56.962Z
76630,36.339,0.641,414,25317,2016-04-30T04:11:39.954Z
74982,185.816318,177.043563,238,25316,2016-04-30T04:11:41.962Z
74982,177.043563,159.97927,238,25316,2016-04-30T04:11:44.963Z
77501,126.789025,108.705684,362,25311,2016-04-30T04:26:14.790Z
77501,108.705684,86.45157,362,25311,2016-04-30T04:26:17.791Z
66800,207.76802,258.365395,414,25317,2016-04-30T04:27:17.386Z
74982,64.681,31.626244,617,25318,2016-04-30T04:28:55.788Z
77501,95.143016,7.859237,491,25312,2016-04-30T04:36:37.609Z
39997,490.126,2.606,491,25312,2016-04-30T04:53:26.849Z
77501,36.095011,99.705046,611,25313,2016-04-30T04:58:44.577Z
77501,99.705046,210.610396,611,25313,2016-04-30T04:58:47.547Z
77501,210.610396,32.163937,611,25313,2016-04-30T04:58:50.543Z
77501,254.443937,231.110963,611,25313,2016-04-30T05:03:32.540Z
77501,366.13196,354.519288,611,25313,2016-04-30T05:05:50.538Z
77501,354.699288,362.983422,611,25313,2016-04-30T05:07:23.537Z
77501,446.596438,436.632232,611,25313,2016-04-30T05:08:50.537Z
77501,436.632232,443.646405,611,25313,2016-04-30T05:09:02.540Z
77501,479.720419,459.976715,611,25313,2016-04-30T05:09:41.537Z
77501,547.97472,524.309387,611,25313,2016-04-30T05:11:53.547Z
77501,529.722403,492.745612,611,25313,2016-04-30T05:12:02.535Z
76891,6.685805,116.116379,491,25312,2016-04-30T05:16:44.031Z
77501,110.693016,89.23640463917526,372,25314,2016-04-30T05:16:45.972Z
77501,89.23640463917526,61.778139,372,25314,2016-04-30T05:16:48.973Z
77501,155.038139,148.125425,372,25314,2016-04-30T05:18:24.971Z
76891,87.677007,105.429146,362,25311,2016-04-30T05:19:55.941Z
76891,5.919546,44.296308,491,25312,2016-04-30T05:22:17.357Z
75151,19.279705,0,213,25181,2016-04-30T05:26:34.505Z
75310,1.161,31.645191,213,25181,2016-04-30T05:27:11.186Z
75310,31.645191,60.785562,213,25181,2016-04-30T05:27:14.102Z
75310,60.785562,125.85676551724139,213,25181,2016-04-30T05:27:17.102Z
75310,125.85676551724139,148.462106,213,25181,2016-04-30T05:27:20.099Z
75310,148.462106,210.301191,213,25181,2016-04-30T05:27:23.121Z
75310,212.671563,0,213,25181,2016-04-30T05:28:50.103Z
66083,458.941,433.125146,611,25313,2016-04-30T05:32:02.809Z
74982,121.906244,114.129043,617,25318,2016-04-30T05:32:52.818Z
74982,188.990043,182.25258,617,25318,2016-04-30T05:34:10.819Z
74982,182.25258,163.389712,617,25318,2016-04-30T05:34:13.819Z
75151,10.549478,57.902582,213,25181,2016-04-30T05:34:19.874Z
74982,253.149712,206.961054,617,25318,2016-04-30T05:35:46.821Z
74982,206.961054,182.87358,617,25318,2016-04-30T05:35:49.835Z
74982,188.01358,165.4428764367816,617,25318,2016-04-30T05:36:07.819Z
75711,0,60.484562,213,25181,2016-04-30T05:36:11.530Z
75711,60.484562,81.86799310344827,213,25181,2016-04-30T05:36:11.539Z
74982,240.083876,224.719201,617,25318,2016-04-30T05:37:25.821Z
74982,224.719201,213.634103,617,25318,2016-04-30T05:37:28.820Z
74982,432.634103,418.449436,617,25318,2016-04-30T05:41:10.824Z
75711,233.922,228.10951041666667,325,25310,2016-04-30T05:42:00.612Z
75711,232.63151,220.385356,325,25310,2016-04-30T05:42:09.621Z
75310,33.361,39.953836,362,25311,2016-04-30T05:42:40.691Z
75310,121.194836,128.231629,362,25311,2016-04-30T05:44:04.691Z
75310,128.231629,142.753693,362,25311,2016-04-30T05:44:07.689Z
76653,3.434195,84.516032,611,25313,2016-04-30T05:44:08.593Z
76653,84.516032,152.334865,611,25313,2016-04-30T05:44:11.633Z
75310,145.753693,151.857813,362,25311,2016-04-30T05:44:13.690Z
75310,151.857813,164.679582,362,25311,2016-04-30T05:44:16.711Z
76653,167.334955,227.0838318965517,611,25313,2016-04-30T05:44:29.595Z
76653,227.0838318965517,284.100408,611,25313,2016-04-30T05:44:32.645Z
76653,295.849864,328.78933189655174,611,25313,2016-04-30T05:44:47.595Z
76653,328.78933189655174,312.249954,611,25313,2016-04-30T05:44:50.674Z
76653,312.249954,367.36728017241376,611,25313,2016-04-30T05:44:53.649Z
75310,209.679582,219.081365,362,25311,2016-04-30T05:45:04.690Z
75310,219.081365,227.25742694805197,362,25311,2016-04-30T05:45:07.691Z
75310,227.25742694805197,247.78390422077922,362,25311,2016-04-30T05:45:10.691Z
75310,250.424904,284.678327,362,25311,2016-04-30T05:45:16.691Z
75310,284.678327,298.081978,362,25311,2016-04-30T05:45:19.689Z
75310,313.081978,321.28081,362,25311,2016-04-30T05:45:37.689Z
75310,321.28081,336.721991,362,25311,2016-04-30T05:45:40.693Z
75310,336.721991,354.269938,362,25311,2016-04-30T05:45:43.690Z
75310,354.269938,359.79982305194807,362,25311,2016-04-30T05:45:46.694Z
76653,385.081724,92.061012,611,25313,2016-04-30T05:45:59.695Z
76653,92.061012,149.927935,611,25313,2016-04-30T05:46:05.624Z
76653,149.927935,506.773956,611,25313,2016-04-30T05:46:20.634Z
76653,506.773956,483.97789655172414,611,25313,2016-04-30T05:46:29.640Z
70874,254.354774,242.774995,414,25315,2016-04-30T05:48:06.694Z
76891,371.541,1.136236,372,25314,2016-04-30T05:55:14.825Z
76891,1.136236,123.55789,372,25314,2016-04-30T05:55:17.803Z
76891,123.55789,187.342351,372,25314,2016-04-30T05:55:20.803Z
76891,187.342351,244.331511,372,25314,2016-04-30T05:55:23.803Z
